keywords,bid,views,clicks,conversions,total costs
notebook with pen holder,25,2801,269.0,37.0,6725.0
art sketchbook,15,2060,201.0,14.0,3015.0
art sketchbook,15,4760,464.0,33.0,6960.0
waterproof notebook,20,2365,439.0,36.0,8780.0
hardcover notebook,19,2036,213.0,29.0,4047.0
graph paper notebook,21,2206,228.0,27.0,4788.0
travelers notebook,19,4728,649.0,48.0,12331.0
academic planner notebook,26,4336,367.0,33.0,9542.0
kids notebook,14,3135,392.0,20.0,5488.0
graph paper notebook,21,4533,469.0,56.0,9849.0
dotted grid notebook,21,3093,226.0,33.0,4746.0
notebook with pen holder,25,4463,428.0,59.0,10700.0
travelers notebook,19,2142,294.0,22.0,5586.0
college ruled notebook,23,3980,587.0,44.0,13501.0
dotted grid notebook,21,2554,186.0,27.0,3906.0
notebook with pockets,22,4518,881.0,62.0,19382.0
personalized notebook,22,2755,445.0,56.0,9790.0
waterproof notebook,20,2965,550.0,45.0,11000.0
hardcover notebook,19,1744,183.0,25.0,3477.0
softcover notebook,19,2629,218.0,23.0,4142.0
engineering notebook,21,1966,225.0,13.0,4725.0
kids notebook,14,1762,220.0,11.0,3080.0
recycled paper notebook,24,3809,500.0,39.0,12000.0
notebook with pen holder,25,1793,172.0,24.0,4300.0
art sketchbook,15,1743,170.0,12.0,2550.0
kids notebook,14,2069,259.0,13.0,3626.0
plain paper,12,4957,543.0,61.0,6516.0
kids notebook,14,2531,317.0,16.0,4438.0
kids notebook,14,1557,195.0,10.0,2730.0
dotted grid notebook,21,2994,218.0,31.0,4578.0
academic planner notebook,26,1525,129.0,11.0,3354.0
kids notebook,14,3644,456.0,23.0,6384.0
academic planner notebook,26,4902,415.0,37.0,10790.0
engineering notebook,21,1839,211.0,12.0,4431.0
vintage notebook,17,1002,65.0,4.0,1105.0
plain paper,12,2051,225.0,25.0,2700.0
graph paper notebook,21,2404,249.0,30.0,5229.0
vintage notebook,17,1156,75.0,5.0,1275.0
waterproof notebook,20,3902,724.0,59.0,14480.0
art sketchbook,15,2937,286.0,20.0,4290.0
hardcover notebook,19,2954,310.0,42.0,5890.0
plain paper,12,1510,165.0,19.0,1980.0
recycled paper notebook,24,4404,578.0,45.0,13872.0
personalized notebook,22,4915,793.0,100.0,17446.0
notebook with pockets,22,1686,329.0,23.0,7238.0
notebook with pen holder,25,2137,205.0,28.0,5125.0
travelers notebook,19,2412,331.0,24.0,6289.0
large notebook,15,2510,241.0,17.0,3615.0
graph paper notebook,21,4914,508.0,61.0,10668.0
dotted grid notebook,21,4321,315.0,45.0,6615.0
graph paper notebook,21,1570,162.0,19.0,3402.0
dotted grid notebook,21,1714,125.0,18.0,2625.0
vintage notebook,17,2338,152.0,9.0,2584.0
dotted grid notebook,21,3286,240.0,35.0,5040.0
art sketchbook,15,4305,420.0,30.0,6300.0
personalized notebook,22,3350,541.0,68.0,11902.0
notebook with pen holder,25,3654,351.0,48.0,8775.0
notebook with pen holder,25,1990,191.0,26.0,4775.0
art sketchbook,15,4724,460.0,33.0,6900.0
engineering notebook,21,1333,153.0,9.0,3213.0
hardcover notebook,19,3160,331.0,45.0,6289.0
vintage notebook,17,2644,172.0,11.0,2924.0
travelers notebook,19,1361,187.0,14.0,3553.0
engineering notebook,21,2880,330.0,19.0,6930.0
softcover notebook,19,3848,319.0,34.0,6061.0
spiral bound notebook,22,3144,545.0,32.0,11990.0
graph paper notebook,21,2981,308.0,37.0,6468.0
large notebook,15,4918,471.0,34.0,7065.0
dotted grid notebook,21,3063,223.0,32.0,4683.0
recycled paper notebook,24,3603,473.0,37.0,11352.0
waterproof notebook,20,2977,553.0,45.0,11060.0
travelers notebook,19,1375,189.0,14.0,3591.0
art sketchbook,15,1741,170.0,12.0,2550.0
personalized notebook,22,1389,224.0,28.0,4928.0
personalized notebook,22,3667,592.0,75.0,13024.0
academic planner notebook,26,2240,190.0,17.0,4940.0
academic planner notebook,26,4470,379.0,34.0,9854.0
college ruled notebook,23,4331,639.0,48.0,14697.0
college ruled notebook,23,1823,269.0,20.0,6187.0
waterproof notebook,20,3367,625.0,51.0,12500.0
spiral bound notebook,22,3243,562.0,33.0,12364.0
academic planner notebook,26,4549,386.0,34.0,10036.0
notebook with pen holder,25,1417,136.0,19.0,3400.0
college ruled notebook,23,4546,671.0,50.0,15433.0
personalized notebook,22,1606,259.0,33.0,5698.0
art sketchbook,15,1567,153.0,11.0,2295.0
graph paper notebook,21,1543,160.0,19.0,3360.0
art sketchbook,15,3278,320.0,23.0,4800.0
college ruled notebook,23,1883,278.0,21.0,6394.0
leather cover notebook,23,3568,222.0,22.0,5106.0
dotted grid notebook,21,1702,124.0,18.0,2604.0
large notebook,15,4944,474.0,34.0,7110.0
recycled paper notebook,24,2223,292.0,23.0,7008.0
college ruled notebook,23,3893,574.0,43.0,13202.0
large notebook,15,3720,357.0,26.0,5355.0
hardcover notebook,19,2622,275.0,37.0,5225.0
kids notebook,14,3068,384.0,19.0,5376.0
vintage notebook,17,4382,285.0,18.0,4845.0
personalized notebook,22,3635,587.0,74.0,12914.0
notebook with pockets,22,3945,769.0,54.0,16918.0
engineering notebook,21,4724,542.0,32.0,11382.0
leather cover notebook,23,4709,293.0,29.0,6739.0
spiral bound notebook,22,2786,483.0,28.0,10626.0
personalized notebook,22,4971,802.0,101.0,17644.0
engineering notebook,21,2619,300.0,18.0,6300.0
art sketchbook,15,2457,239.0,17.0,3585.0
notebook with pockets,22,3418,666.0,47.0,14652.0
college ruled notebook,23,2583,381.0,29.0,8763.0
dotted grid notebook,21,2914,213.0,31.0,4473.0
spiral bound notebook,22,1077,187.0,11.0,4114.0
plain paper,12,4613,505.0,57.0,6060.0
spiral bound notebook,22,2308,400.0,23.0,8800.0
plain paper,12,1647,180.0,20.0,2160.0
hardcover notebook,19,3187,334.0,45.0,6346.0
plain paper,12,1552,170.0,19.0,2040.0
spiral bound notebook,22,1997,346.0,20.0,7612.0
graph paper notebook,21,1281,133.0,16.0,2793.0
vintage notebook,17,4633,301.0,19.0,5117.0
recycled paper notebook,24,2281,299.0,23.0,7176.0
college ruled notebook,23,2846,420.0,32.0,9660.0
college ruled notebook,23,2383,352.0,26.0,8096.0
personalized notebook,22,3487,563.0,71.0,12386.0
large notebook,15,3317,318.0,23.0,4770.0
academic planner notebook,26,2157,183.0,16.0,4758.0
art sketchbook,15,3793,370.0,26.0,5550.0
notebook with pen holder,25,4711,452.0,62.0,11300.0
hardcover notebook,19,1103,116.0,16.0,2204.0
kids notebook,14,1765,221.0,11.0,3094.0
large notebook,15,3142,301.0,22.0,4515.0
notebook with pen holder,25,4920,472.0,65.0,11800.0
spiral bound notebook,22,3776,654.0,38.0,14388.0
softcover notebook,19,2596,215.0,23.0,4085.0
recycled paper notebook,24,1479,194.0,15.0,4656.0
personalized notebook,22,3827,618.0,78.0,13596.0
waterproof notebook,20,4312,801.0,65.0,16020.0
waterproof notebook,20,3060,568.0,46.0,11360.0
plain paper,12,4218,462.0,52.0,5544.0
leather cover notebook,23,2963,184.0,18.0,4232.0
leather cover notebook,23,4823,300.0,30.0,6900.0
graph paper notebook,21,3648,377.0,45.0,7917.0
academic planner notebook,26,3142,266.0,24.0,6916.0
dotted grid notebook,21,4898,357.0,51.0,7497.0
hardcover notebook,19,3340,350.0,47.0,6650.0
waterproof notebook,20,3072,570.0,46.0,11400.0
vintage notebook,17,2295,149.0,9.0,2533.0
engineering notebook,21,2528,290.0,17.0,6090.0
plain paper,12,2189,240.0,27.0,2880.0
vintage notebook,17,1938,126.0,8.0,2142.0
graph paper notebook,21,1761,182.0,22.0,3822.0
notebook with pockets,22,4158,811.0,57.0,17842.0
plain paper,12,1653,181.0,20.0,2172.0
large notebook,15,2669,256.0,18.0,3840.0
leather cover notebook,23,4032,251.0,25.0,5773.0
leather cover notebook,23,4862,302.0,30.0,6946.0
kids notebook,14,3685,461.0,23.0,6454.0
notebook with pen holder,25,4899,470.0,64.0,11750.0
personalized notebook,22,3538,571.0,72.0,12562.0
spiral bound notebook,22,2931,508.0,29.0,11176.0
academic planner notebook,26,4212,357.0,32.0,9282.0
hardcover notebook,19,4939,518.0,70.0,9842.0
travelers notebook,19,2126,292.0,22.0,5548.0
recycled paper notebook,24,4297,564.0,44.0,13536.0
large notebook,15,2925,280.0,20.0,4200.0
waterproof notebook,20,1574,292.0,24.0,5840.0
softcover notebook,19,3341,277.0,30.0,5263.0
recycled paper notebook,24,3943,518.0,40.0,12432.0
recycled paper notebook,24,2329,306.0,24.0,7344.0
personalized notebook,22,2277,367.0,46.0,8074.0
dotted grid notebook,21,2203,161.0,23.0,3381.0
kids notebook,14,1039,130.0,7.0,1820.0
leather cover notebook,23,3823,238.0,23.0,5474.0
engineering notebook,21,4772,547.0,32.0,11487.0
notebook with pen holder,25,1519,146.0,20.0,3650.0
travelers notebook,19,2639,362.0,27.0,6878.0
personalized notebook,22,4808,776.0,98.0,17072.0
kids notebook,14,3593,450.0,23.0,6300.0
engineering notebook,21,3283,376.0,22.0,7896.0
travelers notebook,19,1462,201.0,15.0,3819.0
leather cover notebook,23,2251,140.0,14.0,3220.0
hardcover notebook,19,4771,500.0,67.0,9500.0
leather cover notebook,23,2848,177.0,17.0,4071.0
personalized notebook,22,1482,239.0,30.0,5258.0
leather cover notebook,23,3477,216.0,21.0,4968.0
notebook with pockets,22,4093,798.0,56.0,17556.0
notebook with pockets,22,1342,262.0,18.0,5764.0
personalized notebook,22,4111,663.0,84.0,14586.0
hardcover notebook,19,2196,230.0,31.0,4370.0
hardcover notebook,19,2462,258.0,35.0,4902.0
graph paper notebook,21,2202,228.0,27.0,4788.0
personalized notebook,22,2621,423.0,53.0,9306.0
engineering notebook,21,3180,365.0,21.0,7665.0
art sketchbook,15,3398,331.0,23.0,4965.0
waterproof notebook,20,4596,853.0,69.0,17060.0
plain paper,12,4611,505.0,57.0,6060.0
dotted grid notebook,21,3553,259.0,37.0,5439.0
leather cover notebook,23,3131,195.0,19.0,4485.0
engineering notebook,21,1992,228.0,13.0,4788.0
kids notebook,14,4535,567.0,29.0,7938.0
large notebook,15,3877,372.0,27.0,5580.0
graph paper notebook,21,3908,404.0,48.0,8484.0
leather cover notebook,23,3390,211.0,21.0,4853.0
leather cover notebook,23,4351,270.0,27.0,6210.0
kids notebook,14,3913,490.0,25.0,6860.0
notebook with pockets,22,4334,845.0,59.0,18590.0
college ruled notebook,23,2189,323.0,24.0,7429.0
waterproof notebook,20,3340,620.0,50.0,12400.0
personalized notebook,22,4580,739.0,93.0,16258.0
recycled paper notebook,24,2603,342.0,27.0,8208.0
engineering notebook,21,4297,493.0,29.0,10353.0
art sketchbook,15,2193,214.0,15.0,3210.0
travelers notebook,19,1597,219.0,16.0,4161.0
plain paper,12,1644,180.0,20.0,2160.0
art sketchbook,15,1447,141.0,10.0,2115.0
vintage notebook,17,3737,243.0,15.0,4131.0
hardcover notebook,19,4049,424.0,57.0,8056.0
travelers notebook,19,3902,536.0,40.0,10184.0
art sketchbook,15,3549,346.0,25.0,5190.0
personalized notebook,22,1763,285.0,36.0,6270.0
graph paper notebook,21,4598,476.0,57.0,9996.0
engineering notebook,21,1734,199.0,12.0,4179.0
academic planner notebook,26,4450,377.0,33.0,9802.0
engineering notebook,21,4272,490.0,29.0,10290.0
softcover notebook,19,2642,219.0,23.0,4161.0
art sketchbook,15,3297,321.0,23.0,4815.0
recycled paper notebook,24,4480,588.0,46.0,14112.0
notebook with pen holder,25,1600,154.0,21.0,3850.0
art sketchbook,15,3172,309.0,22.0,4635.0
kids notebook,14,3160,395.0,20.0,5530.0
notebook with pen holder,25,1980,190.0,26.0,4750.0
graph paper notebook,21,4208,435.0,52.0,9135.0
leather cover notebook,23,2782,173.0,17.0,3979.0
hardcover notebook,19,4567,479.0,64.0,9101.0
hardcover notebook,19,4749,498.0,67.0,9462.0
plain paper,12,3197,350.0,40.0,4200.0
kids notebook,14,3922,491.0,25.0,6874.0
travelers notebook,19,3390,465.0,34.0,8835.0
recycled paper notebook,24,1579,207.0,16.0,4968.0
art sketchbook,15,4804,468.0,33.0,7020.0
art sketchbook,15,1782,174.0,12.0,2610.0
notebook with pockets,22,3368,657.0,46.0,14454.0
notebook with pen holder,25,3869,371.0,51.0,9275.0
hardcover notebook,19,4997,524.0,70.0,9956.0
notebook with pen holder,25,4932,473.0,65.0,11825.0
notebook with pockets,22,1531,298.0,21.0,6556.0
personalized notebook,22,4360,704.0,89.0,15488.0
notebook with pen holder,25,2512,241.0,33.0,6025.0
waterproof notebook,20,3539,657.0,53.0,13140.0
spiral bound notebook,22,1611,279.0,16.0,6138.0
kids notebook,14,3299,413.0,21.0,5782.0
kids notebook,14,3005,376.0,19.0,5264.0
college ruled notebook,23,2100,310.0,23.0,7130.0
softcover notebook,19,2670,222.0,24.0,4218.0
waterproof notebook,20,2415,448.0,36.0,8960.0
softcover notebook,19,2435,202.0,22.0,3838.0
leather cover notebook,23,3220,200.0,20.0,4600.0
dotted grid notebook,21,1874,137.0,20.0,2877.0
plain paper,12,3248,356.0,40.0,4272.0
art sketchbook,15,1216,119.0,8.0,1785.0
graph paper notebook,21,1375,142.0,17.0,2982.0
dotted grid notebook,21,4791,350.0,50.0,7350.0
kids notebook,14,2609,326.0,16.0,4564.0
dotted grid notebook,21,1010,74.0,11.0,1554.0
softcover notebook,19,4870,404.0,43.0,7676.0
academic planner notebook,26,4839,410.0,36.0,10660.0
dotted grid notebook,21,4083,298.0,43.0,6258.0
academic planner notebook,26,3939,334.0,30.0,8684.0
dotted grid notebook,21,2613,191.0,28.0,4011.0
travelers notebook,19,3482,478.0,35.0,9082.0
spiral bound notebook,22,4755,824.0,48.0,18128.0
plain paper,12,4679,513.0,58.0,6156.0
graph paper notebook,21,1817,188.0,22.0,3948.0
waterproof notebook,20,4444,825.0,67.0,16500.0
spiral bound notebook,22,2296,398.0,23.0,8756.0
graph paper notebook,21,3978,412.0,49.0,8652.0
college ruled notebook,23,4968,733.0,55.0,16859.0
graph paper notebook,21,4996,517.0,62.0,10857.0
plain paper,12,1690,185.0,21.0,2220.0
art sketchbook,15,2599,253.0,18.0,3795.0
academic planner notebook,26,2532,215.0,19.0,5590.0
dotted grid notebook,21,2155,157.0,23.0,3297.0
college ruled notebook,23,3902,576.0,43.0,13248.0
academic planner notebook,26,2947,250.0,22.0,6500.0
travelers notebook,19,1783,245.0,18.0,4655.0
kids notebook,14,3366,421.0,21.0,5894.0
vintage notebook,17,3891,253.0,16.0,4301.0
hardcover notebook,19,2972,311.0,42.0,5909.0
kids notebook,14,2876,360.0,18.0,5040.0
personalized notebook,22,3668,592.0,75.0,13024.0
vintage notebook,17,1784,116.0,7.0,1972.0
hardcover notebook,19,4239,444.0,60.0,8436.0
college ruled notebook,23,1396,206.0,15.0,4738.0
kids notebook,14,4251,532.0,27.0,7448.0
notebook with pockets,22,2081,406.0,28.0,8932.0
notebook with pockets,22,2503,488.0,34.0,10736.0
large notebook,15,3033,291.0,21.0,4365.0
personalized notebook,22,2614,422.0,53.0,9284.0
graph paper notebook,21,1459,151.0,18.0,3171.0
travelers notebook,19,3108,427.0,32.0,8113.0
large notebook,15,3416,327.0,23.0,4905.0
notebook with pen holder,25,4192,402.0,55.0,10050.0
waterproof notebook,20,3766,699.0,57.0,13980.0
waterproof notebook,20,1545,287.0,23.0,5740.0
recycled paper notebook,24,4653,611.0,48.0,14664.0
plain paper,12,4088,448.0,51.0,5376.0
waterproof notebook,20,3543,658.0,53.0,13160.0
dotted grid notebook,21,1496,109.0,16.0,2289.0
large notebook,15,1504,144.0,10.0,2160.0
notebook with pen holder,25,4603,442.0,61.0,11050.0
softcover notebook,19,4016,333.0,36.0,6327.0
plain paper,12,4386,480.0,54.0,5760.0
graph paper notebook,21,2092,216.0,26.0,4536.0
personalized notebook,22,4798,774.0,98.0,17028.0
leather cover notebook,23,3208,199.0,20.0,4577.0
plain paper,12,2637,289.0,33.0,3468.0
softcover notebook,19,4959,411.0,44.0,7809.0
leather cover notebook,23,1717,107.0,11.0,2461.0
hardcover notebook,19,4216,442.0,59.0,8398.0
personalized notebook,22,2592,418.0,53.0,9196.0
spiral bound notebook,22,4666,808.0,47.0,17776.0
hardcover notebook,19,4040,423.0,57.0,8037.0
travelers notebook,19,2408,331.0,24.0,6289.0
softcover notebook,19,1268,105.0,11.0,1995.0
graph paper notebook,21,2946,305.0,36.0,6405.0
waterproof notebook,20,2477,460.0,37.0,9200.0
art sketchbook,15,3746,365.0,26.0,5475.0
personalized notebook,22,2541,410.0,52.0,9020.0
travelers notebook,19,1864,256.0,19.0,4864.0
academic planner notebook,26,3397,288.0,26.0,7488.0
travelers notebook,19,1109,152.0,11.0,2888.0
softcover notebook,19,4554,378.0,40.0,7182.0
hardcover notebook,19,3454,362.0,49.0,6878.0
hardcover notebook,19,1649,173.0,23.0,3287.0
spiral bound notebook,22,3098,537.0,31.0,11814.0
travelers notebook,19,4474,614.0,45.0,11666.0
college ruled notebook,23,4634,684.0,51.0,15732.0
hardcover notebook,19,2499,262.0,35.0,4978.0
spiral bound notebook,22,2110,366.0,21.0,8052.0
academic planner notebook,26,4139,351.0,31.0,9126.0
college ruled notebook,23,1595,235.0,18.0,5405.0
plain paper,12,1978,217.0,25.0,2604.0
waterproof notebook,20,4113,764.0,62.0,15280.0
spiral bound notebook,22,1730,300.0,17.0,6600.0
softcover notebook,19,1056,88.0,9.0,1672.0
engineering notebook,21,3785,434.0,25.0,9114.0
waterproof notebook,20,3243,602.0,49.0,12040.0
hardcover notebook,19,2783,292.0,39.0,5548.0
large notebook,15,2701,259.0,19.0,3885.0
notebook with pen holder,25,4133,397.0,54.0,9925.0
softcover notebook,19,2286,190.0,20.0,3610.0
recycled paper notebook,24,1111,146.0,11.0,3504.0
spiral bound notebook,22,3812,660.0,38.0,14520.0
art sketchbook,15,1710,167.0,12.0,2505.0
plain paper,12,2201,241.0,27.0,2892.0
notebook with pockets,22,1947,380.0,27.0,8360.0
academic planner notebook,26,1025,87.0,8.0,2262.0
spiral bound notebook,22,3457,599.0,35.0,13178.0
travelers notebook,19,1757,241.0,18.0,4579.0
vintage notebook,17,3578,232.0,14.0,3944.0
personalized notebook,22,2800,452.0,57.0,9944.0
recycled paper notebook,24,4388,576.0,45.0,13824.0
vintage notebook,17,2555,166.0,10.0,2822.0
academic planner notebook,26,4177,354.0,31.0,9204.0
vintage notebook,17,3796,246.0,15.0,4182.0
notebook with pockets,22,2841,554.0,39.0,12188.0
recycled paper notebook,24,4535,595.0,46.0,14280.0
recycled paper notebook,24,3293,432.0,34.0,10368.0
spiral bound notebook,22,2104,364.0,21.0,8008.0
engineering notebook,21,1661,190.0,11.0,3990.0
spiral bound notebook,22,1908,331.0,19.0,7282.0
vintage notebook,17,3443,224.0,14.0,3808.0
kids notebook,14,1521,190.0,10.0,2660.0
personalized notebook,22,2856,461.0,58.0,10142.0
academic planner notebook,26,2759,234.0,21.0,6084.0
recycled paper notebook,24,3973,522.0,41.0,12528.0
hardcover notebook,19,3311,347.0,47.0,6593.0
academic planner notebook,26,4732,401.0,36.0,10426.0
dotted grid notebook,21,1789,131.0,19.0,2751.0
dotted grid notebook,21,2297,168.0,24.0,3528.0
hardcover notebook,19,2729,286.0,38.0,5434.0
recycled paper notebook,24,1171,154.0,12.0,3696.0
recycled paper notebook,24,1264,166.0,13.0,3984.0
notebook with pen holder,25,2986,287.0,39.0,7175.0
softcover notebook,19,4893,406.0,43.0,7714.0
notebook with pockets,22,2049,399.0,28.0,8778.0
leather cover notebook,23,2492,155.0,15.0,3565.0
spiral bound notebook,22,2885,500.0,29.0,11000.0
art sketchbook,15,1475,144.0,10.0,2160.0
college ruled notebook,23,3403,502.0,38.0,11546.0
spiral bound notebook,22,2049,355.0,21.0,7810.0
vintage notebook,17,1033,67.0,4.0,1139.0
recycled paper notebook,24,3311,435.0,34.0,10440.0
art sketchbook,15,2161,211.0,15.0,3165.0
college ruled notebook,23,1815,268.0,20.0,6164.0
spiral bound notebook,22,4766,826.0,48.0,18172.0
recycled paper notebook,24,3922,515.0,40.0,12360.0
kids notebook,14,1753,219.0,11.0,3066.0
art sketchbook,15,1565,153.0,11.0,2295.0
leather cover notebook,23,1461,91.0,9.0,2093.0
hardcover notebook,19,4239,444.0,60.0,8436.0
notebook with pockets,22,2654,517.0,36.0,11374.0
large notebook,15,3702,355.0,25.0,5325.0
personalized notebook,22,1080,174.0,22.0,3828.0
plain paper,12,3804,417.0,47.0,5004.0
kids notebook,14,2937,368.0,19.0,5152.0
notebook with pockets,22,4935,962.0,67.0,21164.0
softcover notebook,19,1869,155.0,17.0,2945.0
leather cover notebook,23,2430,151.0,15.0,3473.0
hardcover notebook,19,4645,487.0,65.0,9253.0
large notebook,15,2069,198.0,14.0,2970.0
vintage notebook,17,1598,104.0,6.0,1768.0
travelers notebook,19,2634,362.0,27.0,6878.0
recycled paper notebook,24,1806,237.0,18.0,5688.0
dotted grid notebook,21,2934,214.0,31.0,4494.0
waterproof notebook,20,2076,385.0,31.0,7700.0
academic planner notebook,26,4031,342.0,30.0,8892.0
plain paper,12,1703,187.0,21.0,2244.0
large notebook,15,3523,338.0,24.0,5070.0
vintage notebook,17,3639,236.0,15.0,4012.0
art sketchbook,15,3063,299.0,21.0,4485.0
large notebook,15,4431,425.0,30.0,6375.0
recycled paper notebook,24,1486,195.0,15.0,4680.0
vintage notebook,17,4909,319.0,20.0,5423.0
dotted grid notebook,21,1705,124.0,18.0,2604.0
notebook with pockets,22,2525,492.0,34.0,10824.0
travelers notebook,19,2164,297.0,22.0,5643.0
vintage notebook,17,1619,105.0,6.0,1785.0
waterproof notebook,20,4886,907.0,74.0,18140.0
college ruled notebook,23,4066,600.0,45.0,13800.0
